customer,recency,frequency,monetary,R,F,M,RFM Score
Juan Pfannerstill IV,12,2,99,4,4,4,444
Juana Bogan,28,1,57,3,1,2,312
Juana Runolfsson,47,1,62,2,1,3,213
Juanita Kertzmann,42,1,76,3,1,4,314
Judd Bernier,19,1,30,4,1,1,411
Judge Howell,11,1,20,4,1,1,411
Judi O'Keefe,32,1,39,3,1,1,311
Judith Flatley,44,2,48,3,4,2,342
Judith Rohan,50,2,101,2,4,4,244
Judy Jakubowski,60,1,43,2,1,2,212
Judy Lowe,76,1,28,1,1,1,111
Judyth Lakin,31,1,59,3,1,3,313
Judyth Lueilwitz,17,1,56,4,1,2,412
Juelz Harber,46,1,60,2,1,3,213
Jules Harber,10,13,608,5,5,5,555
Jules Jacobi,5,1,80,5,1,4,514
Jules Turner,68,1,65,1,1,3,113
Juli Moen MD,28,1,56,3,1,2,312
Juli Schneider,77,1,74,1,1,3,113
Juli Schuppe,81,1,64,1,1,3,113
Julia Gerlach,81,1,51,1,1,2,112
Julia Klocko,45,1,72,3,1,3,313
Julia Koch,16,1,46,4,1,2,412
Julia Marvin,70,2,100,1,4,4,144
Julian Haley,12,1,20,4,1,1,411
Juliana Sipes,5,2,91,5,4,4,544
Juliann Hilpert PhD,9,1,56,5,1,2,512
Juliann Will PhD,84,1,42,1,1,2,112
Juliann Ziemann,11,7,399,4,5,5,455
Julianne Wyman,83,2,73,1,4,3,143
Julie Blick,50,2,61,2,4,3,243
Julie Bruen,43,1,34,3,1,1,311
Julie Walsh,5,2,80,5,4,4,544
Julien Jaskolski,30,2,97,3,4,4,344
Julien Mitchell,68,1,24,1,1,1,111
Julien Schulist,54,1,76,2,1,4,214
Julien Thompson,12,2,143,4,4,5,445
Julien Trantow,28,1,78,3,1,4,314
Julien Walter,64,1,60,2,1,3,213
Juliet Terry,37,1,49,3,1,2,312
Juliet Windler DVM,54,1,25,2,1,1,211
Julious Kuhlman MD,46,1,23,2,1,1,211
Julious Renner,86,1,66,1,1,3,113
Julisa Halvorson,3,5,296,5,5,5,555
Julius Lind,46,2,88,2,4,4,244
Juluis Kunde,34,2,121,3,4,4,344
Juluis Lueilwitz,40,4,187,3,5,5,355
Juluis Price,33,1,52,3,1,2,312
Juluis Schamberger II,20,2,105,4,4,4,444
June Kulas DVM,58,2,88,2,4,4,244
Junia Boyle,48,1,78,2,1,4,214
Junia Hansen,47,1,80,2,1,4,214
Junia Stark PhD,42,2,108,3,4,4,344
Junie Beer,29,1,76,3,1,4,314
Junie Green,46,4,179,2,5,5,255
Junior Heathcote,27,1,65,3,1,3,313
Junior Hettinger,60,2,127,2,4,5,245
Junior Kunze,4,2,97,5,4,4,544
Junior Rice,4,1,34,5,1,1,511
Junior Weissnat,5,2,125,5,4,5,545
Junious Moen,6,1,68,5,1,3,513
Junious Runolfsson,90,1,42,1,1,2,112
Junius Feest,5,1,20,5,1,1,511
Junius Mohr III,4,4,188,5,5,5,555
Justice Keeling,46,1,34,2,1,1,211
Justice Terry,42,1,77,3,1,4,314
Justice Toy,41,1,57,3,1,2,312
Justin O'Connell,16,1,38,4,1,1,411
Justin Schaefer,71,1,53,1,1,2,112
Justine Dare,48,2,134,2,4,5,245
Justine Ferry,10,3,183,5,5,5,555
Justine Nitzsche,3,1,64,5,1,3,513
Juston Douglas Sr.,30,1,77,3,1,4,314
Juston Klocko II,12,3,170,4,5,5,455
Justus Bosco I,6,1,47,5,1,2,512
Justyn Herman,71,1,68,1,1,3,113
Justyn Oberbrunner II,1,1,39,5,1,1,511
Justyn Wilderman,7,4,180,5,5,5,555
Juwan Abernathy V,81,1,39,1,1,1,111
Juwan Anderson,6,1,59,5,1,3,513
Juwan Schimmel,54,1,79,2,1,4,214
Kaaren Balistreri,25,5,216,4,5,5,455
Kacey Shanahan,74,1,46,1,1,2,112
Kaci Beahan,28,1,57,3,1,2,312
Kaci O'Hara,68,1,76,1,1,4,114
Kaci Schinner,34,3,154,3,5,5,355
Kacie Kunze,36,5,300,3,5,5,355
Kacie Rau,58,1,77,2,1,4,214
Kacie Robel,80,1,79,1,1,4,114
Kacie Welch DVM,47,4,169,2,5,5,255
Kacy Cremin,74,1,70,1,1,3,113
Kacy Gleichner PhD,46,2,86,2,4,4,244
Kacy Haag,66,1,35,2,1,1,211
Kacy Morar,27,1,22,3,1,1,311
Kacy Schmeler,39,2,89,3,4,4,344
Kade Heaney,5,2,143,5,4,5,545
Kade Kub,1,2,119,5,4,4,544
Kade White,74,2,110,1,4,4,144
Kadeem Keebler,2,3,188,5,5,5,555
Kaden Bednar I,80,1,25,1,1,1,111
Kaden Stiedemann,6,3,175,5,5,5,555
Kadence Morissette,2,1,80,5,1,4,514
Kadin Bosco,11,2,76,4,4,4,444
Kadin D'Amore,43,1,21,3,1,1,311
Kadin Doyle,75,2,72,1,4,3,143
Kadin Lebsack,17,1,36,4,1,1,411
Kadin Sipes,63,1,37,2,1,1,211
Kadyn Bruen,38,3,152,3,5,5,355
Kadyn Schultz,73,1,43,1,1,2,112
Kadyn Wunsch,35,1,29,3,1,1,311
Kael Bechtelar,12,1,77,4,1,4,414
Kaelynn Daniel,69,1,42,1,1,2,112
Kaelynn Fay,6,1,61,5,1,3,513
Kahlil Goyette,11,7,372,4,5,5,455
Kai Bayer,81,1,24,1,1,1,111
Kai Hahn PhD,5,2,100,5,4,4,544
Kai Towne,42,1,60,3,1,3,313
Kaila Deckow,6,1,57,5,1,2,512
Kaila Mayer,53,1,74,2,1,3,213
Kailee Gutmann,80,1,58,1,1,2,112
Kailee Rempel,5,7,301,5,5,5,555
Kailee Swift DDS,47,1,67,2,1,3,213
Kailey Greenholt,24,2,102,4,4,4,444
Kaitlyn Nicolas DVM,4,1,60,5,1,3,513
Kaitlynn Schowalter,40,4,219,3,5,5,355
Kaitlynn Yost,80,1,27,1,1,1,111
Kaiya Considine,41,1,25,3,1,1,311
Kala Jenkins,48,1,69,2,1,3,213
Kala Lynch,12,3,156,4,5,5,455
Kale Feeney,82,1,22,1,1,1,111
Kaleena Langosh,68,2,122,1,4,4,144
Kaleigh Grimes MD,16,2,116,4,4,4,444
Kalel Durgan,52,2,100,2,4,4,244
Kalel Kihn,4,24,1205,5,5,5,555
Kalen Cormier,5,1,80,5,1,4,514
Kali Hackett,11,1,40,4,1,2,412
Kalie Bergnaum,66,1,26,2,1,1,211
Kalie D'Amore,26,3,146,4,5,5,455
Kalie Steuber,46,1,53,2,1,2,212
Kaliyah Hand,68,1,57,1,1,2,112
Kaliyah Mohr,46,1,52,2,1,2,212
Kaliyah Rolfson,29,1,69,3,1,3,313
Kallie Legros,76,2,113,1,4,4,144
Kalvin Prosacco,81,2,145,1,4,5,145
Kamari Marquardt,58,2,55,2,4,2,242
Kamari Thiel,16,1,47,4,1,2,412
Kamari Ullrich,64,1,67,2,1,3,213
Kamden Keeling DVM,46,2,140,2,4,5,245
Kamden Reinger,11,2,121,4,4,4,444
Kameron Jacobi,12,1,43,4,1,2,412
Kami Cummings,6,4,188,5,5,5,555
Kami Runte,6,2,66,5,4,3,543
Kamila Langosh,4,1,76,5,1,4,514
Kamora Brakus,44,1,31,3,1,1,311
Kamren Miller,32,1,69,3,1,3,313
Kamren Moen,62,1,40,2,1,2,212
Kamron Halvorson,2,12,611,5,5,5,555
Kamron Welch,5,1,43,5,1,2,512
Kamryn Kshlerin,22,4,205,4,5,5,455
Kamryn Swift,75,1,66,1,1,3,113
Kamya Crooks,1,8,492,5,5,5,555
Kandace Labadie,46,2,54,2,4,2,242
Kandace Ruecker,11,4,232,4,5,5,455
Kandi Farrell,84,1,65,1,1,3,113
Kandice Rau,8,2,111,5,4,4,544
Kandice Spinka MD,5,3,131,5,5,5,555
Kandy Green,58,2,55,2,4,2,242
Kandy Von PhD,47,1,22,2,1,1,211
Kane Fay PhD,8,1,59,5,1,3,513
Kane Rice,47,1,33,2,1,1,211
Kanesha Koepp,40,1,77,3,1,4,314
Kanesha Toy,6,5,187,5,5,5,555
Kanisha Hand MD,6,2,81,5,4,4,544
Kanye Bergnaum,87,1,21,1,1,1,111
Kara Heathcote,9,2,93,5,4,4,544
Kara Koch,47,1,69,2,1,3,213
Kara Lubowitz,27,1,33,3,1,1,311
Karan Sanford,19,6,338,4,5,5,455
Karan Weber DVM,44,1,26,3,1,1,311
Kareem Muller,46,1,31,2,1,1,211
Kareem Rohan,75,1,44,1,1,2,112
Kareem Wuckert,88,1,51,1,1,2,112
Karen Harvey,47,1,42,2,1,2,212
Kari Balistreri,36,1,33,3,1,1,311
Kari Daugherty,65,1,39,2,1,1,211
Karim Blick,26,1,21,4,1,1,411
Karim Gulgowski,46,1,54,2,1,2,212
Karim Rempel,57,1,74,2,1,3,213
Karin Mayer,47,1,43,2,1,2,212
Karissa Connelly,12,1,37,4,1,1,411
Karissa Kunde,39,1,22,3,1,1,311
Karla Hermiston,62,1,77,2,1,4,214
Karla Lindgren,11,3,127,4,5,5,455
Karla Welch,17,5,229,4,5,5,455
Karlee Wuckert,18,2,102,4,4,4,444
Karlene Lueilwitz,14,1,31,4,1,1,411
Karli Dicki,7,1,66,5,1,3,513
Karli Kuhic,43,4,218,3,5,5,355
Karli Lebsack,5,2,64,5,4,3,543
Karli O'Reilly,28,1,64,3,1,3,313
Karlie Treutel,81,1,52,1,1,2,112
Karol Huel,6,2,116,5,4,4,544
Karol Johnson,0,1,36,5,1,1,511
Karol Reynolds,9,4,162,5,5,5,555
Karolyn Windler,30,1,50,3,1,2,312
Karon Legros,86,1,68,1,1,3,113
Karon Torphy,12,3,162,4,5,5,455
Karren Funk,42,1,69,3,1,3,313
Karren Schuppe,73,1,21,1,1,1,111
Karrie Barrows PhD,48,2,59,2,4,3,243
Karrie Crona,39,1,26,3,1,1,311
Karrie Cummings,35,7,393,3,5,5,355
Karter Kassulke III,45,1,37,3,1,1,311
Karter Sanford,68,1,58,1,1,2,112
Karyl Dickens,33,2,106,3,4,4,344
Karyl Morar,87,1,21,1,1,1,111
Karyme Corwin,29,2,68,3,4,3,343
Karyme Watsica,3,2,93,5,4,4,544
Karyn Grant,66,1,62,2,1,3,213
Karyn O'Kon DVM,15,1,22,4,1,1,411
Karyn Pfeffer,30,1,28,3,1,1,311
Kasey Denesik,17,3,126,4,5,5,455
Kasey Hudson III,81,1,71,1,1,3,113
Kasey VonRueden,3,4,138,5,5,5,555
Kash Bayer,6,1,25,5,1,1,511
Kash Cruickshank MD,10,2,82,5,4,4,544
Kash Satterfield IV,18,2,75,4,4,3,443
Kasie Bailey,21,4,213,4,5,5,455
Kasie Grimes,40,2,105,3,4,4,344
Kasie Harris MD,18,2,75,4,4,3,443
Kason Turcotte,6,4,245,5,5,5,555
Kassandra Reichert MD,16,1,28,4,1,1,411
Kassie Hartmann MD,73,1,29,1,1,1,111
Katarina Kiehn MD,12,4,129,4,5,5,455
Katarina Kuvalis,3,2,54,5,4,2,542
Kate Lueilwitz,88,1,67,1,1,3,113
Kate Rath,88,1,41,1,1,2,112
Kate Swift,55,1,78,2,1,4,214
Katelyn Beatty,87,1,39,1,1,1,111
Katelyn Pagac,84,5,228,1,5,5,155
Katelyn Ryan,64,1,68,2,1,3,213
Katelyn Schuppe,75,1,63,1,1,3,113
Katelynn Huels,52,2,141,2,4,5,245
Katelynn Kozey,44,1,74,3,1,3,313
Katelynn Rogahn,85,1,47,1,1,2,112
Katelynn Rosenbaum PhD,46,1,49,2,1,2,212
Katelynn Swift,20,1,69,4,1,3,413
Katerina Steuber,46,1,37,2,1,1,211
Kathaleen Block PhD,19,2,131,4,4,5,445
Kathaleen Legros,67,2,95,2,4,4,244
Kathaleen O'Kon PhD,20,2,119,4,4,4,444
Katharina Gutmann,22,1,56,4,1,2,412
Katharina Lueilwitz,12,3,213,4,5,5,455
Katharina Weimann,5,5,278,5,5,5,555
Katharine Durgan,54,2,114,2,4,4,244
Katharyn Hermiston,0,3,157,5,5,5,555
Katharyn Mraz,45,2,106,3,4,4,344
Katherin Boyle,62,1,73,2,1,3,213
Katherin Schuster,47,2,118,2,4,4,244
Katherine Jenkins DDS,19,1,49,4,1,2,412
Katherine Rice,47,1,40,2,1,2,212
Kathern Collier,1,7,361,5,5,5,555
Kathern Gutmann,89,1,64,1,1,3,113
Katheryn Hilll,46,1,56,2,1,2,212
Katheryn Reinger,47,2,116,2,4,4,244
Kathi Howe,35,1,31,3,1,1,311
Kathleen Gutmann PhD,6,2,85,5,4,4,544
Kathleen Wunsch MD,43,9,372,3,5,5,355
Kathlene Altenwerth,9,1,61,5,1,3,513
Kathlene Rau,42,1,76,3,1,4,314
Kathlyn Halvorson,19,1,73,4,1,3,413
Kathlyn Jewess,81,1,34,1,1,1,111
Kathrine Buckridge,47,1,72,2,1,3,213
Kathrine Gerlach PhD,12,3,141,4,5,5,455
Kathrine Rau,58,1,62,2,1,3,213
Kathryn Block,72,1,33,1,1,1,111
Kathryne Hoeger,4,14,760,5,5,5,555
Kathryne Tremblay,61,2,108,2,4,4,244
Kathryne Windler,36,1,64,3,1,3,313
Kathy Gleichner,10,4,166,5,5,5,555
Kathy Weissnat,26,1,63,4,1,3,413
Kati Kihn,79,1,43,1,1,2,112
Katia Homenick,4,2,113,5,4,4,544
Katia Muller MD,11,2,73,4,4,3,443
Katie Collier MD,3,1,55,5,1,2,512
Katlin Cartwright DDS,4,1,53,5,1,2,512
Katlyn Dickinson,31,8,381,3,5,5,355
Katlyn Mann,55,2,105,2,4,4,244
Katlyn Waelchi,14,1,55,4,1,2,412
Katlynn Gorczany,87,1,44,1,1,2,112
Katrina Dare,31,2,139,3,4,5,345
Katy King,5,4,279,5,5,5,555
Katy Muller,47,1,66,2,1,3,213
Kay Walsh,55,1,78,2,1,4,214
Kaya Hilpert DDS,43,4,220,3,5,5,355
Kaya Kreiger,47,1,65,2,1,3,213
Kayden Kshlerin,38,2,79,3,4,4,344
Kayden Schaefer,16,1,73,4,1,3,413
Kaye Dickens,5,1,71,5,1,3,513
Kaye Hauck,31,2,93,3,4,4,344
Kaye Sanford,58,1,49,2,1,2,212
Kaye Trantow MD,38,1,54,3,1,2,312
Kayla Dicki,1,5,280,5,5,5,555
Kaylan Reichel,50,2,79,2,4,4,244
Kayleigh Greenholt,19,3,188,4,5,5,455
Kayleigh Mertz,4,3,141,5,5,5,555
Kaylen Osinski PhD,84,2,128,1,4,5,145
Kaylene Funk,5,5,221,5,5,5,555
Kaylene Schaden,85,1,80,1,1,4,114
Kayley Sporer,47,3,97,2,5,4,254
Kayli Pacocha,8,1,24,5,1,1,511
Kayli Pollich,73,1,73,1,1,3,113
Kaylie Cummerata,46,2,73,2,4,3,243
Kaylie Leffler,65,2,77,2,4,4,244
Kaylin O'Conner,19,1,64,4,1,3,413
Kaylin Reichert,80,2,65,1,4,3,143
Kaylyn Boyer,40,1,44,3,1,2,312
Kaylyn Connelly,68,1,75,1,1,3,113
Kaylyn Mohr,42,3,143,3,5,5,355
Kayson Altenwerth,47,3,143,2,5,5,255
Kazuko Murazik,2,4,242,5,5,5,555
Kazuo Kunze,1,6,310,5,5,5,555
Kazuo Labadie,18,1,78,4,1,4,414
Kazuo Moen,18,8,406,4,5,5,455
Kazuo Sipes,53,1,77,2,1,4,214
Keandre Prohaska,62,1,45,2,1,2,212
Keanna Carter,70,1,58,1,1,2,112
Keanu Price PhD,35,1,79,3,1,4,314
Keara Okuneva,80,2,114,1,4,4,144
Keara Rolfson,11,1,38,4,1,1,411
Keaton Collins,46,1,78,2,1,4,214
Kecia Kilback DVM,88,1,33,1,1,1,111
Keegan Connelly,32,1,55,3,1,2,312
Keegan Hickle,47,1,22,2,1,1,211
Keegan Keeling,11,3,158,4,5,5,455
Keegan O'Keefe,11,4,210,4,5,5,455
Keeley Parisian,46,1,56,2,1,2,212
Keena Cassin,81,1,29,1,1,1,111
Keena Graham,6,2,140,5,4,5,545
Keena Rice,5,5,242,5,5,5,555
Keenan Koss,73,1,68,1,1,3,113
Keenen Bechtelar,16,3,127,4,5,5,455
Keenen Brakus,25,1,73,4,1,3,413
Keesha Reichert,45,1,30,3,1,1,311
Keesha Thompson DVM,3,4,264,5,5,5,555
Kegan Howe,40,1,51,3,1,2,312
Kegan Langworth,47,2,68,2,4,3,243
Keifer Borer III,47,1,66,2,1,3,213
Keifer Buckridge,34,2,117,3,4,4,344
Keifer McKenzie,52,2,124,2,4,5,245
Keion Ratke,81,1,44,1,1,2,112
Keion Stroman,44,1,77,3,1,4,314
Keisha Lesch,59,1,40,2,1,2,212
Keisha Russel,20,3,225,4,5,5,455
Keith Cole,2,3,107,5,5,4,554
Keith Cormier III,73,1,71,1,1,3,113
Keith Fahey,29,2,142,3,4,5,345
Keith Veum,15,4,181,4,5,5,455
Kelan Walker,16,1,27,4,1,1,411
Kelby Howe,30,5,238,3,5,5,355
Kelby Zieme MD,47,4,165,2,5,5,255
Keli Waters,40,1,67,3,1,3,313
Kelis Rosenbaum,20,2,124,4,4,5,445
Kellan Prosacco,5,9,478,5,5,5,555
Kellee Funk,44,1,29,3,1,1,311
Kellee Lueilwitz,6,2,82,5,4,4,544
Kellen Cremin Sr.,14,1,47,4,1,2,412
Kellen Lemke,5,2,81,5,4,4,544
Kelley Haley,71,1,35,1,1,1,111
Kelley Jacobs,26,1,40,4,1,2,412
Kelley Muller,5,1,79,5,1,4,514
Kelley Nienow,64,1,77,2,1,4,214
Kelley Rutherford,18,1,20,4,1,1,411
Kellie Schimmel,5,11,560,5,5,5,555
Kelsea Murphy,53,1,48,2,1,2,212
Kelsey Hettinger,46,4,176,2,5,5,255
Kelsey Padberg,74,1,34,1,1,1,111
Kelsey Pollich,69,2,130,1,4,5,145
Kelsey Rolfson,5,1,74,5,1,3,513
Kelsey Schultz,18,1,25,4,1,1,411
Kelton O'Keefe,88,1,35,1,1,1,111
Kem Bosco,42,1,78,3,1,4,314
Kem Medhurst II,68,1,52,1,1,2,112
Ken Bailey,29,1,61,3,1,3,313
Ken Denesik,41,1,73,3,1,3,313
Ken Green,6,1,25,5,1,1,511
Ken Leuschke,5,1,25,5,1,1,511
Kenan Spencer,68,1,77,1,1,4,114
Kendal Graham,62,1,50,2,1,2,212
Kendal Hansen,13,1,26,4,1,1,411
Kendal Lakin DVM,16,2,119,4,4,4,444
Kendal Predovic,87,2,95,1,4,4,144
Kendal Wiegand,47,1,48,2,1,2,212
Kendall Flatley,52,1,60,2,1,3,213
Kendall King PhD,33,1,74,3,1,3,313
Kendra Boyer PhD,26,3,104,4,5,4,454
Kendra Nienow,47,1,52,2,1,2,212
Kendra Rath,64,1,44,2,1,2,212
Kendrick Boyle,8,1,22,5,1,1,511
Kenia Denesik,83,1,53,1,1,2,112
Kenisha Fritsch,11,3,100,4,5,4,454
Kenji Keebler,6,1,30,5,1,1,511
Kenji Marquardt,79,1,61,1,1,3,113
Kenji Stehr PhD,22,2,96,4,4,4,444
Kenna Larkin,11,2,111,4,4,4,444
Kennard Purdy,85,1,61,1,1,3,113
Kennard Williamson DDS,78,1,45,1,1,2,112
Kennedi Waters,67,2,104,2,4,4,244
Kennedy Koepp MD,57,2,52,2,4,2,242
Kennedy Reichel,69,1,40,1,1,2,112
Kenneth Erdman,47,1,79,2,1,4,214
Kenneth Hirthe,2,1,29,5,1,1,511
Kenneth Schiller PhD,10,2,103,5,4,4,544
Kenney Gerhold,45,1,55,3,1,2,312
Kenney Konopelski,51,1,63,2,1,3,213
Kenney Roberts,3,2,134,5,4,5,545
Kenney Rutherford,5,1,46,5,1,2,512
Kennith Stiedemann,3,4,230,5,5,5,555
Kennith Wunsch,8,2,72,5,4,3,543
Kennth Crona,17,3,125,4,5,5,455
Kennth Fadel,90,1,62,1,1,3,113
Kennth Shields,3,2,65,5,4,3,543
Kennth Toy,24,4,158,4,5,5,455
Kenny Dare,25,4,146,4,5,5,455
Kenny Goldner,19,2,108,4,4,4,444
Kenny Watsica,2,2,77,5,4,4,544
Kenny Wisozk,10,7,425,5,5,5,555
Kenton Dickens,3,1,38,5,1,1,511
Kenya Kiehn MD,10,1,76,5,1,4,514
Kenya Marks,24,1,72,4,1,3,413
Kenya Shanahan,72,1,25,1,1,1,111
Kenyatta Bernhard,3,3,182,5,5,5,555
Kenyatta Stokes,47,1,54,2,1,2,212
Kenyatta Streich,17,2,134,4,4,5,445
Keri Blanda,45,1,74,3,1,3,313
Keri Schuppe MD,6,3,112,5,5,4,554
Keri Treutel,75,1,67,1,1,3,113
Keri Williamson,15,1,65,4,1,3,413
Kermit Kovacek,47,1,71,2,1,3,213
Kerri Price DDS,12,2,77,4,4,4,444
Kerry Ruecker,39,1,60,3,1,3,313
Kesha Runolfsson DDS,69,2,80,1,4,4,144
Kesha Zulauf,12,2,104,4,4,4,444
Keshaun Gutmann,81,1,25,1,1,1,111
Keshawn Jerde,12,1,57,4,1,2,412
Keshawn Roob,46,1,60,2,1,3,213
Keshia Beer,4,8,360,5,5,5,555
Keshia Marks,67,1,60,2,1,3,213
Kevan Collier,4,2,83,5,4,4,544
Keven Bosco,79,1,66,1,1,3,113
Kevon Lebsack,14,1,42,4,1,2,412
Keyshawn Rau,47,1,53,2,1,2,212
Khadijah Christiansen,12,4,238,4,5,5,455
Khadijah Frami,57,1,51,2,1,2,212
Khalilah Reichel,25,1,24,4,1,1,411
Khari Bashirian,1,2,65,5,4,3,543
Khari Bauch,11,2,99,4,4,4,444
Khari Labadie,88,1,23,1,1,1,111
Khiry Hickle,1,2,125,5,4,5,545
Khloe Jerde,46,1,78,2,1,4,214
Kia Cole,36,2,80,3,4,4,344
Kia Goyette PhD,87,1,21,1,1,1,111
Kian Upton MD,5,1,39,5,1,1,511
Kianna Eichmann,20,3,134,4,5,5,455
Kiara Jaskolski,70,2,127,1,4,5,145
Kiara Schuppe,25,1,40,4,1,2,412
Kiarra Kshlerin,61,1,24,2,1,1,211
Kiarra McCullough,45,4,198,3,5,5,355
Kiefer Bartoletti,41,1,37,3,1,1,311
Kiefer Haley,52,1,45,2,1,2,212
Kiefer Swift,39,1,74,3,1,3,313
Kiera Goyette,42,1,28,3,1,1,311
Kieran Spencer,25,1,65,4,1,3,413
Kieth Corkery,39,1,34,3,1,1,311
Kiley Fahey DVM,61,1,78,2,1,4,214
Kiley Kessler DVM,46,1,63,2,1,3,213
Kiley Walker,8,1,30,5,1,1,511
Killian Kunze II,76,1,21,1,1,1,111
Kim Bechtelar,33,1,39,3,1,1,311
Kim Daniel,42,1,50,3,1,2,312
Kim Frami,43,4,122,3,5,4,354
Kim Nienow,29,3,111,3,5,4,354
Kim Sporer DVM,5,1,53,5,1,2,512
Kimball Pagac,20,1,55,4,1,2,412
Kimber Bruen,42,1,31,3,1,1,311
Kimber Hodkiewicz,47,1,71,2,1,3,213
Kimberely Green,70,1,23,1,1,1,111
Kimberely Will,5,4,201,5,5,5,555
Kimberlee Hills,63,1,75,2,1,3,213
Kimberley Hickle,80,1,45,1,1,2,112
Kimberley Nolan,43,2,83,3,4,4,344
Kimberlie Romaguera,0,3,136,5,5,5,555
Kimora Beahan,56,2,131,2,4,5,245
Kindra Aufderhar DVM,59,2,88,2,4,4,244
King Torp,30,1,58,3,1,2,312
Kingston Hayes,24,1,47,4,1,2,412
Kingston Waelchi,5,10,566,5,5,5,555
Kinsey King,85,1,69,1,1,3,113
Kinsey Nienow,47,4,221,2,5,5,255
Kinsley Ward,70,2,92,1,4,4,144
Kinte Cassin DVM,79,1,26,1,1,1,111
Kinte Cummerata Jr.,11,1,32,4,1,1,411
Kinte Swaniawski,57,1,22,2,1,1,211
Kip Bogisich,90,1,60,1,1,3,113
Kip Kessler,35,2,120,3,4,4,344
Kip Schaden II,45,1,46,3,1,2,312
Kipp Lowe,88,1,34,1,1,1,111
Kira McLaughlin,47,1,66,2,1,3,213
Kirby Ernser III,47,1,25,2,1,1,211
Kirt Olson,2,2,101,5,4,4,544
Kirt Zboncak,34,2,150,3,4,5,345
Kisha Little MD,69,1,61,1,1,3,113
Kisha Osinski,76,1,66,1,1,3,113
Kisha Walker PhD,39,3,127,3,5,5,355
Kit Wisozk,10,4,153,5,5,5,555
Kittie Barton DDS,32,1,29,3,1,1,311
Kittie Dare,49,1,67,2,1,3,213
Kittie Koelpin,75,1,42,1,1,2,112
Kittie Lueilwitz,18,1,32,4,1,1,411
Kittie O'Conner,50,1,66,2,1,3,213
Kittie Schultz PhD,17,1,35,4,1,1,411
Kitty Connelly DDS,88,1,54,1,1,2,112
Kitty Lowe PhD,8,2,120,5,4,4,544
Kiya Zboncak,34,2,68,3,4,3,343
Kiyoko Kunde,14,8,400,4,5,5,455
Kiyoko Trantow DDS,48,3,108,2,5,4,254
Kiyoshi Reilly,67,1,65,2,1,3,213
Kizzie Farrell,30,1,43,3,1,2,312
Kizzie Russel,88,1,64,1,1,3,113
Kizzy Braun PhD,45,1,76,3,1,4,314
Kizzy Doyle,25,1,43,4,1,2,412
Kloe Bergstrom,77,1,40,1,1,2,112
Knox Bernier,62,1,70,2,1,3,213
Knute Auer,3,4,205,5,5,5,555
Knute Wuckert,54,5,263,2,5,5,255
Kobe Cormier,4,14,683,5,5,5,555
Kobe Goyette,0,12,629,5,5,5,555
Kobe Treutel,60,1,61,2,1,3,213
Koby Muller,75,1,78,1,1,4,114
Koby Schinner,67,2,96,2,4,4,244
Koda Mann Sr.,46,1,25,2,1,1,211
Kody Mann,53,4,198,2,5,5,255
Kody Metz V,80,1,75,1,1,3,113
Kody Morar,71,1,74,1,1,3,113
Kody O'Conner,19,1,64,4,1,3,413
Kody Stoltenberg,4,1,50,5,1,2,512
Kole Crooks,30,1,52,3,1,2,312
Kole Metz PhD,46,4,189,2,5,5,255
Kole Mraz MD,30,1,21,3,1,1,311
Kole Towne,11,1,62,4,1,3,413
Kolten Ledner,7,4,203,5,5,5,555
Kolten Prosacco,44,1,79,3,1,4,314
Kolten Rau Sr.,55,1,20,2,1,1,211
Kolton Hodkiewicz,45,2,141,3,4,5,345
Kolton Maggio,81,1,30,1,1,1,111
Konner Baumbach PhD,79,1,44,1,1,2,112
Konner Donnelly,55,2,67,2,4,3,243
Konner Lockman,14,1,62,4,1,3,413
Konner Prosacco,32,1,46,3,1,2,312
Kordell Cremin,65,2,130,2,4,5,245
Kordell Hartmann,12,2,105,4,4,4,444
Kordell Moen,31,1,61,3,1,3,313
Korey Bode,5,1,42,5,1,2,512
Korey Cronin,33,3,174,3,5,5,355
Korey Gislason DVM,19,1,50,4,1,2,412
Kori Muller,80,1,80,1,1,4,114
Kory Abernathy,4,7,382,5,5,5,555
Kory Rodriguez,6,1,22,5,1,1,511
Kourtney Herman,61,2,84,2,4,4,244
Kraig Hayes DDS,28,1,54,3,1,2,312
Kris Grant,47,1,62,2,1,3,213
Kris Herzog,47,1,22,2,1,1,211
Kris Kuhlman Jr.,36,1,69,3,1,3,313
Kris Yundt IV,73,1,31,1,1,1,111
Krish Cartwright,12,2,73,4,4,3,443
Krish Douglas,9,3,100,5,5,4,554
Krish Franecki,65,1,55,2,1,2,212
Krish Wisozk V,84,1,74,1,1,3,113
Krissy Morar,89,1,27,1,1,1,111
Krissy Reichel,40,2,124,3,4,5,345
Krissy Williamson,5,8,401,5,5,5,555
Krista Doyle,9,1,33,5,1,1,511
Krista Hartmann,43,2,104,3,4,4,344
Kristal O'Keefe,81,1,66,1,1,3,113
Kristan Durgan PhD,13,2,104,4,4,4,444
Kristen Kling,28,1,23,3,1,1,311
Kristen Lowe,46,1,80,2,1,4,214
Kristi Goodwin DDS,83,1,45,1,1,2,112
Kristian Batz,47,1,30,2,1,1,211
Kristian Heaney,85,1,21,1,1,1,111
Kristian Larkin,52,3,194,2,5,5,255
Kristian Stroman,43,1,50,3,1,2,312
Kristie Larson,9,4,249,5,5,5,555
Kristie Marvin,12,1,73,4,1,3,413
